Hippocampus L,Hippocampus R,Amygdala L,Amygdala R,Anterior medial temporal lobe L,Anterior medial temporal lobe R,Anterior lateral temporal lobe L,Anterior lateral temporal lobe R,Ambient and parahippocampus gyri L,Ambient and parahippocampus gyri R,Superior temporal gyrus L,Superior temporal gyrus R,Inferior middle temporal gyrus L,Inferior middle temporal gyrus R,Fusiform gyrus L,Fusiform gyrus R,Cerebellum L,Cerebellum R,Insula L,Insula R,Lateral occipital lobe L,Lateral occipital lobe R,Anterior cingulate gyrus L,Anterior cingulate gyrus R,Posterior cingulate gyrus L,Posterior cingulate gyrus R,Middle frontal gyrus L,Middle frontal gyrus R,Posterior temporal lobe L,Posterior temporal lobe R,Inferior lateral parietal lobe L,Inferior lateral parietal lobe R,Caudate nucleus L,Caudate nucleus R,Accumbens nucleus L,Accumbens nucleus R,Putamen L,Putamen R,Thalamus L,Thalamus R,Pallidum L,Pallidum R,Precentral gyrus L,Precentral gyrus R,Gyrus rectus L,Gyrus rectus R,Orbito-frontal gyrus L,Orbito-frontal gyrus R,Inferior frontal gyrus L,Inferior frontal gyrus R,Superior frontal gyrus L,Superior frontal gyrus R,Postcentral gyrus L,Postcentral gyrus R,Superior parietal gyrus L,Superior parietal gyrus R,Lingual gyrus L,Lingual gyrus R,Cuneus L,Cuneus R
0.4448604835807598,0.3960493983736751,0.38184002441648357,0.38985463819681454,0.044084209538308085,0.25459347508586894,0.1970490615156817,0.31076645672020287,0.22838092068861784,0.038281404081472487,-0.3662681577094263,0.39633566658884045,-0.08068838332141857,0.26810389891649034,0.4199721545443383,0.2108113686014743,0.6360535434357194,0.43033729685539046,-0.017098709223472928,0.2332684449729443,0.6314537632189916,0.9561374609239812,0.6740459092949798,0.3962305618903474,-0.2051902736146712,-0.22580755003287187,0.15090641396168358,0.3863951578401252,0.07164779093466382,0.3545002537126088,-0.4687027768731958,0.32096433881573044,-0.02757609443531644,0.5055844585910138,0.39010675188183086,0.128806095354367,-0.026364802849217994,0.5240641504977491,0.22832964692597127,0.18693351618073695,-0.12668095295042808,-0.10376189921588617,0.7684898036098056,1.1159313933478854,-0.0018232892432100026,-0.022129994851968593,0.036579729216409076,0.030708237880789385,0.03532310447578187,0.28629523839432613,0.37936944540451095,0.32768501732748223,0.6635099826383524,1.3651508605573506,0.28901094573423153,0.5367428333680435,1.2387827376825458,1.012204538348145,1.30906550662147,0.5881992070546512
