Hippocampus L,Hippocampus R,Amygdala L,Amygdala R,Anterior medial temporal lobe L,Anterior medial temporal lobe R,Anterior lateral temporal lobe L,Anterior lateral temporal lobe R,Ambient and parahippocampus gyri L,Ambient and parahippocampus gyri R,Superior temporal gyrus L,Superior temporal gyrus R,Inferior middle temporal gyrus L,Inferior middle temporal gyrus R,Fusiform gyrus L,Fusiform gyrus R,Cerebellum L,Cerebellum R,Insula L,Insula R,Lateral occipital lobe L,Lateral occipital lobe R,Anterior cingulate gyrus L,Anterior cingulate gyrus R,Posterior cingulate gyrus L,Posterior cingulate gyrus R,Middle frontal gyrus L,Middle frontal gyrus R,Posterior temporal lobe L,Posterior temporal lobe R,Inferior lateral parietal lobe L,Inferior lateral parietal lobe R,Caudate nucleus L,Caudate nucleus R,Accumbens nucleus L,Accumbens nucleus R,Putamen L,Putamen R,Thalamus L,Thalamus R,Pallidum L,Pallidum R,Precentral gyrus L,Precentral gyrus R,Gyrus rectus L,Gyrus rectus R,Orbito-frontal gyrus L,Orbito-frontal gyrus R,Inferior frontal gyrus L,Inferior frontal gyrus R,Superior frontal gyrus L,Superior frontal gyrus R,Postcentral gyrus L,Postcentral gyrus R,Superior parietal gyrus L,Superior parietal gyrus R,Lingual gyrus L,Lingual gyrus R,Cuneus L,Cuneus R
0.144757543023984,0.156902644508982,0.13193508040739,0.140411973123098,0.417864064154668,0.371435207138256,0.439473968063323,0.462243632436818,0.253460998503206,0.26843525695097,0.49521238619302,0.552835602820918,0.683120894871737,0.68366411030543,0.242446841037927,0.240357909131565,3.45477913125176,3.436096723648,0.689496891343754,0.654856194865441,1.66251534547057,1.66727865839668,0.252871658185812,0.299478769207732,0.285752239444142,0.280865198463516,1.30993328541867,1.41365717770218,1.73359000619129,1.73392053920618,1.36615405661764,1.39004756744003,0.228205560563015,0.203221575147989,0.0291590436876155,0.0273889990702253,0.256890812834239,0.269954400964278,0.361773789772735,0.336995286704964,0.0310873127577937,0.0354482117252144,0.97693723032317,1.0568483378612,0.177535786708168,0.187320657922817,0.857114190473381,0.968415223673643,0.790909668426624,0.687463139773044,2.22093258207432,2.06814631259378,0.895223680554892,0.868819039199648,1.35988419659657,1.45560690549255,0.475269697906964,0.519974138213709,0.390591467386547,0.363188103491034
0.135543894452467,0.153898824871396,0.126409207413948,0.138553806743796,0.396970697456376,0.425937605230353,0.458882746237241,0.453977532282771,0.239247531134047,0.274179534627484,0.483117434184359,0.527838571568186,0.658189798593192,0.763544987380235,0.204141249318278,0.232715275772423,3.0815574583369,3.0969448376932,0.604277119035399,0.551448059173968,1.70551455957825,1.54215978380845,0.225185792452158,0.262142276360539,0.279433591423673,0.269389667602132,1.29382883558187,1.3842716021055,1.50760084573289,1.66797858709737,1.10162945671697,1.29789502619004,0.2644904197037,0.240192185751636,0.019734150368678,0.0194211126791642,0.287216858030983,0.292838696853078,0.314844712148098,0.340321882748919,0.0211773314424089,0.0307907373779453,0.998374666453423,1.0228780444235,0.176403245816875,0.17986054634617,0.781988321065503,0.838921216930429,0.637619870658963,0.624427193932769,1.93520530626801,1.84925550070969,0.816120742644012,0.777597428898322,1.30158303465236,1.32592319767697,0.459617855950542,0.475330963405134,0.367441413050154,0.352868608807034
0.132409742819401,0.152367883473527,0.125026559129835,0.143010524718373,0.471056661897542,0.451125618574723,0.476843978178891,0.461310596571153,0.250819033989835,0.282259576776408,0.466695177078261,0.43786933010915,0.692051758171869,0.717218571028242,0.245363019425526,0.247239338284509,3.68068755710352,3.52110079931349,0.647650126040546,0.567536022105006,1.62073824977059,1.65460660690276,0.209980448681646,0.295412461406049,0.263508407072517,0.240095323652735,1.34321314048296,1.38683532381725,1.52264926286114,1.58313026784529,1.10187416857965,1.25255191424501,0.259880776450765,0.240626355002926,0.0231833897841192,0.0208126617500686,0.277453559732711,0.313381207525735,0.363207308772874,0.339159568862361,0.04214598108716,0.0557517150882275,0.899716182251322,1.05261468531957,0.175938193933359,0.179678604111157,0.82712935000376,0.909442944187834,0.619798705183917,0.567757525258463,2.10732026137631,1.96190791490689,0.843504880481092,0.831287067466748,1.33335433282281,1.38957146600642,0.421273828946856,0.449239988549351,0.321125828839056,0.377619993240872
0.136304962350342,0.158716554148288,0.115865303155979,0.13263606379672,0.41964648542674,0.441561685833413,0.472536425163449,0.462166809797042,0.227952266553809,0.257611707349681,0.54801494244695,0.585803281177035,0.712354811472748,0.881282519301394,0.252181929172785,0.243243772583854,3.1621047052119,3.04196940785167,0.679659810577854,0.640941807333935,1.71434180760622,1.62705022768273,0.275190886816184,0.309725926532484,0.310240282006147,0.262491851854733,1.54635434431501,1.66396888299256,1.71447255253145,1.77867387741427,1.46210054880787,1.573008144051,0.225619030140187,0.212220593694533,0.0218775942732134,0.021148445806447,0.213961049309257,0.22864073802354,0.393582858927852,0.397443671792495,0.0450093487606531,0.0505025271645257,0.985414493807857,1.0533262829515,0.211357158622329,0.203133191014701,0.893197063547266,0.986600398440113,0.750524020651709,0.752592179671329,2.196682266887,2.11189153568486,0.80826429021079,0.901815565277483,1.52191771281932,1.48996207692781,0.471484461961794,0.50635919444382,0.384301337147408,0.361746092688097
0.145591230180681,0.169724792419826,0.123274443707831,0.145800676422055,0.350184389540033,0.384407201934183,0.461594609798122,0.463074598031774,0.209208229967676,0.263934551830905,0.467680959309423,0.486826066563054,0.672155469328977,0.762258301257923,0.19343749812756,0.205764149066779,3.21404740776544,3.19931708736624,0.612305752713324,0.552142725307598,1.68314927523446,1.64798732911382,0.269660369585446,0.220659128256289,0.290206272544252,0.271541807710021,1.26360836960344,1.39845685980821,1.6541669921721,1.62532657449026,1.26484762714554,1.39150045864362,0.261436055343053,0.242213879897806,0.0303821652219945,0.0235382730390113,0.255401634994736,0.251182433714692,0.329480049305164,0.263792793306994,0.0420119092843429,0.0458598551213419,1.01850465219,1.02010592826778,0.17462067351195,0.169642132674465,0.848843458950164,0.881731628561057,0.637309240829153,0.629211995555954,1.98603027005283,2.08076428279918,0.890625927859457,0.902126305176848,1.52442072756675,1.52229597233533,0.425999094944831,0.462133113310357,0.342875848802415,0.343587955143894
0.151993084481725,0.161865447630103,0.128957642176657,0.136362595049974,0.492622926512485,0.407100076797831,0.482323852414733,0.445989173724984,0.252711207667793,0.257006350273889,0.589975102911246,0.544144725125428,0.773876847172842,0.861300265550053,0.249839788275363,0.25242984920147,3.21465271786089,3.20411167781673,0.708425243069849,0.66821967606172,1.66761804480942,1.85289654134757,0.290341270547292,0.30553336398998,0.3054482218361,0.27994739607092,1.4580743628145,1.45453877112787,1.87586443779072,1.77077766293298,1.40296949805311,1.48644493850956,0.292733882996152,0.267481759529252,0.0317570938417211,0.0336041870485567,0.320559880370079,0.352943526324815,0.395558977171873,0.371931662217319,0.0442266712313338,0.0598632252940089,0.902767055659621,0.898669906350492,0.179888862343974,0.179806352555943,0.850935719780158,0.932587080600119,0.746690080247944,0.659621990061757,2.04465560555092,2.10228319246379,0.922689106436178,0.867855422253378,1.43232825860299,1.34243874704929,0.473497229194202,0.54199454364279,0.344771840923435,0.380127530519244
0.133543791335889,0.157714458480233,0.119215023130883,0.140392683087668,0.386027709970178,0.389143097517601,0.43593195797144,0.396727171822438,0.215884378732986,0.266629371405401,0.457569141336597,0.518746201680232,0.564341049208615,0.702357644769332,0.193874233300723,0.218670484656184,3.41823493965381,3.41405966420656,0.572616166898335,0.549364750141145,1.72482027182799,1.81418200500527,0.263817906512192,0.304807305028441,0.277496577367248,0.25158462336143,1.32723211130461,1.40016303630028,1.53077905867313,1.66258244769279,1.19428322818793,1.28418602473864,0.252204495555623,0.230422947338173,0.028760635042185,0.0279393435791289,0.283276801884833,0.323612649869698,0.343990890960064,0.318281878387159,0.0518117912104022,0.0679264308063455,0.886140308552016,0.912095170240435,0.180905955696129,0.179593472574319,0.75457558530991,0.885344578022265,0.61401626032804,0.586825275191195,1.9923704703585,1.89610944383701,0.825027893482709,0.775623086112358,1.38257034575331,1.37531520787778,0.497575100025362,0.476084789742144,0.364001035488054,0.348589427101962
0.156039766928406,0.17408881745777,0.139115384773103,0.154378636249434,0.451406432724903,0.406873369563601,0.473130622987693,0.433417495859332,0.27701478171295,0.317792765915073,0.587977452563929,0.56021597890852,0.653903517609765,0.759474877050265,0.240699245994225,0.265148761154267,3.61598938973502,3.61984804822088,0.605317341131949,0.549710653211176,1.87765341789661,1.80996195286474,0.24602018282517,0.249519789301143,0.280847179016969,0.281937307759721,1.45153033336402,1.51084588963306,1.76814290461888,1.7962013109706,1.44113476347718,1.4860583086771,0.246191467402244,0.246124476922327,0.0293178032674351,0.0297982406213185,0.287107784956236,0.300632530216738,0.338379919551848,0.306050578272036,0.0291309605405555,0.0352263061205113,0.980269652673462,0.979398258673588,0.210765584529645,0.204999922777829,0.931769144125017,1.01764525855005,0.714960543918978,0.643417147529089,2.17007439890717,2.16565357789928,0.895091997687042,1.00720998207295,1.50924171516828,1.52886342438472,0.581890966692448,0.544261599555339,0.3872276687935,0.405461932559842
0.148201225187958,0.162152668865968,0.124001366422888,0.138687908614708,0.426589664687252,0.442641738379572,0.531381480529715,0.497951321431875,0.240359939627909,0.279345119186633,0.530329188472198,0.531365870374319,0.785627341048158,0.860401055611919,0.213124519690476,0.259151139864873,2.86088060468247,2.84527252130161,0.577488409569447,0.521064331846023,1.79651483241842,1.68194472941434,0.320794522220119,0.244250016958634,0.277680834751186,0.283574016406949,1.54216148381654,1.59349309793167,1.70820658749952,1.55047865998147,1.23890534990388,1.35093212464617,0.234891943134004,0.233054698011632,0.0270350777249316,0.0263843176752567,0.274856886446247,0.293924034639419,0.340089455481688,0.302469402118878,0.028324025335813,0.0427312707509047,1.12552427695169,1.15478581121116,0.187304563370347,0.193031383108611,0.862690846304474,0.953828756122066,0.636932451467632,0.611650638702162,2.30280951616004,2.34521507915622,0.848524484047418,0.896124896341276,1.40407716236686,1.50558515281932,0.472552130288846,0.473373702889512,0.376281005577237,0.392692772553736
0.139066274628928,0.157640144172511,0.128994876707215,0.146150137146253,0.372600901858332,0.383744272112132,0.427102590759064,0.413919179782693,0.233341807821304,0.263859481570599,0.480337021949268,0.465169011138595,0.639371289083498,0.726317370017593,0.202695932646146,0.192297405081957,3.12205909701235,3.18136093178946,0.609001935676438,0.552193814767415,1.66001219689775,1.57126284025806,0.241276308319071,0.23855376973037,0.279041946126425,0.232923503297842,1.24212072684682,1.29291567936205,1.4667852056294,1.48299293725334,1.20735646490585,1.46554030079347,0.245717441984363,0.224495031247223,0.028103481898358,0.0275140975797609,0.287297108446592,0.319104045364743,0.318045227048492,0.280860274993278,0.0341392183094929,0.0467015954275526,0.840489791576165,0.904629192268344,0.151268436316141,0.167223890690893,0.750456868715819,0.869238405400408,0.621591855209915,0.5712330000436,1.83507381651289,1.84442126596795,0.89565618439253,0.861649983804995,1.45941428675154,1.47307172095886,0.456854104581641,0.447399277979439,0.367007188319866,0.290160874518864
