Hippocampus L,Hippocampus R,Amygdala L,Amygdala R,Anterior medial temporal lobe L,Anterior medial temporal lobe R,Anterior lateral temporal lobe L,Anterior lateral temporal lobe R,Ambient and parahippocampus gyri L,Ambient and parahippocampus gyri R,Superior temporal gyrus L,Superior temporal gyrus R,Inferior middle temporal gyrus L,Inferior middle temporal gyrus R,Fusiform gyrus L,Fusiform gyrus R,Cerebellum L,Cerebellum R,Insula L,Insula R,Lateral occipital lobe L,Lateral occipital lobe R,Anterior cingulate gyrus L,Anterior cingulate gyrus R,Posterior cingulate gyrus L,Posterior cingulate gyrus R,Middle frontal gyrus L,Middle frontal gyrus R,Posterior temporal lobe L,Posterior temporal lobe R,Inferior lateral parietal lobe L,Inferior lateral parietal lobe R,Caudate nucleus L,Caudate nucleus R,Accumbens nucleus L,Accumbens nucleus R,Putamen L,Putamen R,Thalamus L,Thalamus R,Pallidum L,Pallidum R,Precentral gyrus L,Precentral gyrus R,Gyrus rectus L,Gyrus rectus R,Orbito-frontal gyrus L,Orbito-frontal gyrus R,Inferior frontal gyrus L,Inferior frontal gyrus R,Superior frontal gyrus L,Superior frontal gyrus R,Postcentral gyrus L,Postcentral gyrus R,Superior parietal gyrus L,Superior parietal gyrus R,Lingual gyrus L,Lingual gyrus R,Cuneus L,Cuneus R
0.13362061914187218,0.14841677082170332,0.15413607025961923,0.16375588646874978,0.16758507504748693,0.16522898102775108,0.1320290640365566,0.12292073727420748,0.15478259324127017,0.16650563164877646,0.21902521953643825,0.21424893096191402,0.198636781014494,0.1891298819724153,0.17907787328407423,0.1931496200487934,0.19140643492051146,0.18520824702759117,0.3042055058372106,0.2962811307272475,0.20550432518727232,0.20998959964623956,0.24039562478983112,0.23849676324514552,0.24653028200591057,0.23807226247005794,0.2202995157634355,0.2132313533283722,0.2405622237761409,0.23354046404689105,0.2115201630083063,0.2041898185190731,0.24236867918525828,0.22952625563777337,0.2550465565323571,0.24136304498466232,0.2625866224574144,0.2568547160198194,0.30723889899152823,0.3313173393427366,0.3382458074670926,0.3505322599319756,0.2725318590721273,0.25939406021684086,0.16852316450514926,0.19587410756372917,0.19111353774717596,0.1783791523339232,0.20017848341301395,0.18576785489600053,0.20894090017482,0.20591755679782198,0.2624737932741746,0.2523956164995395,0.24164464594837873,0.25083559416334106,0.18076851108695635,0.16459272561547655,0.196489385799097,0.1630337146494808
